Лаб. № пробы,Наименование выработки,"Глубина отбора образца, м",Наименование грунта,№ ИГЭ/РГЭ,rs,r,rd,n,e,W,Sr,WL,WP,Ip,IL,Ir,Е50,E,Мю,Cu,Цикл промораживания,Kd,Cud
10-8,10,9.4,Суглинок тугопластичный,58г_2г.д,2.74,1.88,1.39,49.1,0.97,34.9,0.99,41.4,25.1,16.3,0.6,,3.2,3.5,0.37,0.016,5,0.71,0.008
10-8,10,9.4,Суглинок тугопластичный,58г_2г.д,2.74,1.85,1.34,51.0,1.04,37.9,1.0,41.4,25.1,16.3,0.79,,3.1,3.5,0.42,0.016,10,0.71,0.008
10-8,10,9.4,Суглинок тугопластичный,58г_2г.д,2.74,1.87,1.37,49.9,0.99,36.1,0.99,41.4,25.1,16.3,0.67,,3.9,4.1,0.34,0.02,24,0.71,0.008
10-9,10,11.4,Глина твёрдая,58_3б,2.75,1.92,1.45,47.4,0.9,32.4,0.99,57.6,32.8,24.8,-0.02,,,,,,0,,
10-9,10,11.4,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,3,,
10-9,10,11.4,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,5,,
10-9,10,11.4,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,10,,
10-9,10,11.4,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,24,,
11-1,11,0.4,Суглинок полутвёрдый,21а_1с,2.71,2.03,1.64,39.4,0.65,23.5,0.98,37.2,21.8,15.4,0.11,,12.6,12.6,0.33,0.056,0,,
11-1,11,0.4,Суглинок полутвёрдый,21а_1с,2.71,1.96,1.54,43.2,0.76,27.3,0.97,37.2,21.8,15.4,0.36,,10.8,11.5,0.36,0.052,3,,
11-1,11,0.4,Суглинок полутвёрдый,21а_1с,2.71,1.9,1.44,46.9,0.88,32.0,0.98,37.2,21.8,15.4,0.66,,3.0,3.1,0.4,0.02,5,,
11-1,11,0.4,Суглинок полутвёрдый,21а_1с,2.71,1.87,1.39,48.8,0.95,34.7,0.99,37.2,21.8,15.4,0.84,,3.0,3.5,0.42,0.022,10,,
11-1,11,0.4,Суглинок полутвёрдый,21а_1с,2.71,1.87,1.39,48.7,0.95,34.5,0.99,37.2,21.8,15.4,0.83,,2.9,3.4,0.42,0.018,24,,
11-10,11,12.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
11-10,11,12.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
11-10,11,12.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
11-10,11,12.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
11-10,11,12.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
11-11,11,13.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
11-11,11,13.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
11-11,11,13.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
11-11,11,13.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
11-11,11,13.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
11-12,11,18.4,Глина твёрдая,58_3в,2.72,2.07,1.7,37.4,0.6,21.7,0.99,53.5,29.8,23.7,-0.34,,,,,,0,,
11-12,11,18.4,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,3,,
11-12,11,18.4,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,5,,
11-12,11,18.4,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,10,,
11-12,11,18.4,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,24,,
11-13,11,20.8,Глина твёрдая,58_3в,2.72,2.06,1.67,38.4,0.62,22.7,0.99,53.1,29.0,24.1,-0.26,,,,,,0,,
11-13,11,20.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,3,,
11-13,11,20.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,5,,
11-13,11,20.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,10,,
11-13,11,20.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,24,,
11-14,11,26.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
11-14,11,26.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
11-14,11,26.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
11-14,11,26.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
11-14,11,26.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
11-15,11,30.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
11-15,11,30.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
11-15,11,30.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
11-15,11,30.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
11-15,11,30.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
11-16,11,33.4,Глина тугопластичная,58_3г,2.74,1.84,1.35,50.9,1.04,37.1,0.98,50.6,28.0,22.6,0.4,,,,,,0,0.74,0.015
11-16,11,33.4,Глина тугопластичная,58_3г,,,,,,,,,,,,,,,,,3,0.74,0.015
11-16,11,33.4,Глина тугопластичная,58_3г,,,,,,,,,,,,,,,,,5,0.74,0.015
11-16,11,33.4,Глина тугопластичная,58_3г,2.74,1.79,1.27,53.7,1.16,41.2,0.97,50.6,28.0,22.6,0.58,,,,,,10,0.74,0.015
11-16,11,33.4,Глина тугопластичная,58_3г,2.74,1.8,1.26,53.9,1.17,42.2,0.99,50.6,28.0,22.6,0.63,,,,,,24,0.74,0.015
11-17,11,4.8,Суглинок тугопластичный,22а_1с_г.д,2.71,1.89,1.42,47.4,0.9,32.9,0.99,40.5,24.4,16.1,0.53,,9.1,9.1,0.35,0.043,0,,
11-17,11,4.8,Суглинок тугопластичный,22а_1с_г.д,2.71,1.86,1.36,49.7,0.99,36.4,1.0,40.5,24.4,16.1,0.75,,6.0,6.2,0.34,0.028,3,,
11-17,11,4.8,Суглинок тугопластичный,22а_1с_г.д,2.71,1.82,1.33,51.0,1.04,37.0,0.96,40.5,24.4,16.1,0.78,,2.9,2.9,0.42,0.012,5,,
11-17,11,4.8,Суглинок тугопластичный,22а_1с_г.д,2.71,1.82,1.31,51.7,1.07,39.1,0.99,40.5,24.4,16.1,0.91,,2.8,3.0,0.43,0.013,10,,
11-17,11,4.8,Суглинок тугопластичный,22а_1с_г.д,2.71,1.82,1.31,51.5,1.06,38.4,0.98,40.5,24.4,16.1,0.87,,2.3,2.4,0.45,0.015,24,,
11-18,11,5.4,Суглинок тугопластичный,22а_1с_г.д,2.71,1.89,1.42,47.7,0.91,33.7,1.0,38.8,25.7,13.1,0.61,,7.3,7.3,0.39,0.026,0,,
11-18,11,5.4,Суглинок тугопластичный,22а_1с_г.д,2.71,1.85,1.36,49.8,0.99,36.1,0.98,38.8,25.7,13.1,0.79,,4.9,5.4,0.4,0.02,3,,
11-18,11,5.4,Суглинок тугопластичный,22а_1с_г.д,2.71,1.84,1.33,50.8,1.03,38.1,1.0,38.8,25.7,13.1,0.95,,1.1,1.2,0.4,0.013,5,,
11-18,11,5.4,Суглинок тугопластичный,22а_1с_г.д,2.71,1.8,1.29,52.3,1.1,39.3,0.97,38.8,25.7,13.1,1.04,,1.1,1.2,0.44,0.012,10,,
11-18,11,5.4,Суглинок тугопластичный,22а_1с_г.д,2.71,1.81,1.29,52.4,1.1,40.3,0.99,38.8,25.7,13.1,1.11,,0.8,1.2,0.43,0.01,24,,
11-19,11,5.8,Суглинок мягкопластичный,22а_1с_г.д,2.72,1.9,1.44,47.1,0.89,32.0,0.98,36.9,22.6,14.3,0.66,,8.6,8.6,0.4,0.026,0,,
11-19,11,5.8,Суглинок мягкопластичный,22а_1с_г.д,2.72,1.87,1.4,48.5,0.94,33.6,0.97,36.9,22.6,14.3,0.77,,5.7,6.0,0.42,0.022,3,,
11-19,11,5.8,Суглинок мягкопластичный,22а_1с_г.д,2.72,1.84,1.36,50.1,1.0,35.6,0.96,36.9,22.6,14.3,0.91,,1.3,1.4,0.43,0.018,5,,
11-19,11,5.8,Суглинок мягкопластичный,22а_1с_г.д,2.72,1.84,1.35,50.4,1.02,36.4,0.97,36.9,22.6,14.3,0.97,,1.3,1.4,0.43,0.017,10,,
11-19,11,5.8,Суглинок мягкопластичный,22а_1с_г.д,2.72,1.85,1.34,50.6,1.03,37.4,0.99,36.9,22.6,14.3,1.04,,1.1,1.4,0.45,0.014,24,,
11-2,11,0.8,Суглинок полутвёрдый,21а_1с,2.7,1.99,1.6,40.8,0.69,24.7,0.97,35.6,22.0,13.6,0.2,,12.9,12.9,0.3,0.046,0,,
11-2,11,0.8,Суглинок полутвёрдый,21а_1с,2.7,1.89,1.44,46.7,0.88,31.3,0.97,35.6,22.0,13.6,0.68,,8.0,9.0,0.38,0.03,3,,
11-2,11,0.8,Суглинок полутвёрдый,21а_1с,2.7,1.89,1.42,47.4,0.9,33.2,0.99,35.6,22.0,13.6,0.82,,2.6,2.8,0.45,0.018,5,,
11-2,11,0.8,Суглинок полутвёрдый,21а_1с,2.7,1.85,1.37,49.2,0.97,34.9,0.97,35.6,22.0,13.6,0.95,,2.6,3.0,0.38,0.018,10,,
11-2,11,0.8,Суглинок полутвёрдый,21а_1с,2.7,1.84,1.35,49.8,0.99,36.0,0.98,35.6,22.0,13.6,1.03,,1.5,1.7,0.38,0.012,24,,
11-20,11,8.4,Суглинок мягкопластичный,22а_1с_г.д,2.73,1.91,1.44,47.4,0.9,32.7,0.99,38.9,24.4,14.5,0.57,,,,,,0,0.6,0.014
11-20,11,8.4,Суглинок мягкопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,3,0.6,0.014
11-20,11,8.4,Суглинок мягкопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,5,0.6,0.014
11-20,11,8.4,Суглинок мягкопластичный,22а_1с_г.д,2.73,1.83,1.32,51.6,1.06,38.4,0.98,38.9,24.4,14.5,0.97,,,,,,10,0.6,0.014
11-20,11,8.4,Суглинок мягкопластичный,22а_1с_г.д,2.73,1.82,1.31,52.1,1.09,39.2,0.99,38.9,24.4,14.5,1.02,,,,,,24,0.6,0.014
11-21,11,9.4,Суглинок мягкопластичный,22а_1с_г.д,2.74,1.92,1.47,46.4,0.87,31.0,0.98,36.7,23.5,13.2,0.57,,,,,,0,,
11-21,11,9.4,Суглинок мягкопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,3,,
11-21,11,9.4,Суглинок мягкопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,5,,
11-21,11,9.4,Суглинок мягкопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,10,,
11-21,11,9.4,Суглинок мягкопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,24,,
11-22,11,15.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
11-22,11,15.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
11-22,11,15.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
11-22,11,15.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
11-22,11,15.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
11-3,11,1.8,Суглинок полутвёрдый,21а_1с,2.72,2.02,1.64,39.9,0.66,23.6,0.97,38.6,21.9,16.7,0.1,,,,,,0,0.62,0.01
11-3,11,1.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,0.62,0.01
11-3,11,1.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,0.62,0.01
11-3,11,1.8,Суглинок полутвёрдый,21а_1с,2.72,1.86,1.38,49.3,0.97,35.0,0.98,38.6,21.9,16.7,0.78,,,,,,10,0.62,0.01
11-3,11,1.8,Суглинок полутвёрдый,21а_1с,2.72,1.87,1.39,48.8,0.95,34.6,0.99,38.6,21.9,16.7,0.76,,,,,,24,0.62,0.01
11-4,11,6.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,0,,
11-4,11,6.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
11-4,11,6.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
11-4,11,6.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
11-4,11,6.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
11-5,11,7.8,Суглинок тугопластичный,22а_1с_г.д,2.72,1.91,1.45,46.5,0.87,31.7,0.99,37.0,22.6,14.4,0.63,,,,,,0,0.66,0.012
11-5,11,7.8,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,3,0.66,0.012
11-5,11,7.8,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,5,0.66,0.012
11-5,11,7.8,Суглинок тугопластичный,22а_1с_г.д,2.72,1.84,1.35,50.3,1.01,36.1,0.97,37.0,22.6,14.4,0.94,,,,,,10,0.66,0.012
11-5,11,7.8,Суглинок тугопластичный,22а_1с_г.д,2.72,1.84,1.35,50.3,1.01,36.4,0.98,37.0,22.6,14.4,0.96,,,,,,24,0.66,0.012
11-6,11,8.8,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,0,,
11-6,11,8.8,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,3,,
11-6,11,8.8,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,5,,
11-6,11,8.8,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,10,,
11-6,11,8.8,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,24,,
11-7,11,9.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,0,,
11-7,11,9.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
11-7,11,9.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
11-7,11,9.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
11-7,11,9.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
11-8,11,10.4,Суглинок мягкопластичный,22а_1с_г.д,2.75,1.93,1.48,46.3,0.86,30.7,0.98,36.4,22.5,13.9,0.59,,,,,,0,,
11-8,11,10.4,Суглинок мягкопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,3,,
11-8,11,10.4,Суглинок мягкопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,5,,
11-8,11,10.4,Суглинок мягкопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,10,,
11-8,11,10.4,Суглинок мягкопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,24,,
11-9,11,10.8,Глина твёрдая,58_3а,2.73,1.96,1.53,43.8,0.78,27.7,0.97,55.9,33.2,22.7,-0.24,,,,,,0,0.83,0.026
11-9,11,10.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,0.83,0.026
11-9,11,10.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,0.83,0.026
11-9,11,10.8,Глина твёрдая,58_3а,2.73,1.75,1.21,55.8,1.26,45.0,0.97,55.9,33.2,22.7,0.52,,,,,,10,0.83,0.026
11-9,11,10.8,Глина твёрдая,58_3а,2.73,1.76,1.2,55.9,1.27,46.1,0.99,55.9,33.2,22.7,0.57,,,,,,24,0.83,0.026
12-1,12,0.8,Песок средней крупности неоднородный,1a_t,,,,,,,,,,,,,,,,,0,,
12-1,12,0.8,Песок средней крупности неоднородный,1a_t,,,,,,,,,,,,,,,,,3,,
12-1,12,0.8,Песок средней крупности неоднородный,1a_t,,,,,,,,,,,,,,,,,5,,
12-1,12,0.8,Песок средней крупности неоднородный,1a_t,,,,,,,,,,,,,,,,,10,,
12-1,12,0.8,Песок средней крупности неоднородный,1a_t,,,,,,,,,,,,,,,,,24,,
12-10,12,4.8,Суглинок текучепластичный,58д_2е,2.72,1.93,1.48,45.5,0.84,30.4,0.99,31.9,22.4,9.5,0.85,,,,,,0,0.63,0.004
12-10,12,4.8,Суглинок текучепластичный,58д_2е,,,,,,,,,,,,,,,,,3,0.63,0.004
12-10,12,4.8,Суглинок текучепластичный,58д_2е,,,,,,,,,,,,,,,,,5,0.63,0.004
12-10,12,4.8,Суглинок текучепластичный,58д_2е,2.72,1.87,1.4,48.6,0.95,33.8,0.97,31.9,22.4,9.5,1.2,,,,,,10,0.63,0.004
12-10,12,4.8,Суглинок текучепластичный,58д_2е,2.72,1.88,1.4,48.4,0.94,33.9,0.98,31.9,22.4,9.5,1.21,,,,,,24,0.63,0.004
12-11,12,6.8,Суглинок текучепластичный,58д_2е,2.73,1.92,1.47,46.2,0.86,30.8,0.98,32.7,21.5,11.2,0.83,,4.3,4.3,0.42,0.021,0,,
12-11,12,6.8,Суглинок текучепластичный,58д_2е,2.73,1.91,1.45,47.0,0.89,31.9,0.98,32.7,21.5,11.2,0.93,,3.7,4.3,0.43,0.016,3,,
12-11,12,6.8,Суглинок текучепластичный,58д_2е,2.73,1.9,1.45,47.0,0.89,31.3,0.96,32.7,21.5,11.2,0.88,,2.8,3.2,0.42,0.009,5,,
12-11,12,6.8,Суглинок текучепластичный,58д_2е,2.73,1.9,1.43,47.6,0.91,32.7,0.98,32.7,21.5,11.2,1.0,,2.7,2.8,0.38,0.008,10,,
12-11,12,6.8,Суглинок текучепластичный,58д_2е,2.73,1.91,1.44,47.2,0.89,32.3,0.99,32.7,21.5,11.2,0.96,,2.5,2.9,0.46,0.008,24,,
12-12,12,7.8,Суглинок текучепластичный,58д_2е,2.74,1.95,1.5,45.2,0.82,30.0,1.0,30.8,20.2,10.6,0.92,,,,,,0,0.72,0.004
12-12,12,7.8,Суглинок текучепластичный,58д_2е,,,,,,,,,,,,,,,,,3,0.72,0.004
12-12,12,7.8,Суглинок текучепластичный,58д_2е,,,,,,,,,,,,,,,,,5,0.72,0.004
12-12,12,7.8,Суглинок текучепластичный,58д_2е,2.74,1.91,1.45,47.2,0.89,32.0,0.98,30.8,20.2,10.6,1.11,,,,,,10,0.72,0.004
12-12,12,7.8,Суглинок текучепластичный,58д_2е,2.74,1.92,1.45,47.1,0.89,32.0,0.99,30.8,20.2,10.6,1.11,,,,,,24,0.72,0.004
12-13,12,9.8,Суглинок текучепластичный,58д_2е,2.72,1.93,1.48,45.6,0.84,30.2,0.98,32.0,21.0,11.0,0.84,,,,,,0,0.71,0.005
12-13,12,9.8,Суглинок текучепластичный,58д_2е,,,,,,,,,,,,,,,,,3,0.71,0.005
12-13,12,9.8,Суглинок текучепластичный,58д_2е,,,,,,,,,,,,,,,,,5,0.71,0.005
12-13,12,9.8,Суглинок текучепластичный,58д_2е,2.72,1.92,1.46,46.4,0.86,31.6,0.99,32.0,21.0,11.0,0.96,,,,,,10,0.71,0.005
12-13,12,9.8,Суглинок текучепластичный,58д_2е,2.72,1.92,1.46,46.5,0.87,31.8,1.0,32.0,21.0,11.0,0.98,,,,,,24,0.71,0.005
12-14,12,10.8,Суглинок текучепластичный,58д_2е,2.71,1.91,1.45,46.4,0.87,31.6,0.99,32.0,22.2,9.8,0.96,,,,,,0,,
12-14,12,10.8,Суглинок текучепластичный,58д_2е,,,,,,,,,,,,,,,,,3,,
12-14,12,10.8,Суглинок текучепластичный,58д_2е,,,,,,,,,,,,,,,,,5,,
12-14,12,10.8,Суглинок текучепластичный,58д_2е,,,,,,,,,,,,,,,,,10,,
12-14,12,10.8,Суглинок текучепластичный,58д_2е,,,,,,,,,,,,,,,,,24,,
12-17,12,8.4,Глина полутвёрдая,58_3б.1,2.73,1.89,1.4,48.8,0.95,34.8,1.0,55.2,31.4,23.8,0.14,,15.9,15.9,0.34,0.07,0,0.64,0.019
12-17,12,8.4,Глина полутвёрдая,58_3б.1,2.73,1.8,1.28,53.2,1.14,41.0,0.98,55.2,31.4,23.8,0.4,,10.2,10.9,0.37,0.048,3,0.64,0.019
12-17,12,8.4,Глина полутвёрдая,58_3б.1,2.73,1.77,1.23,55.0,1.22,44.1,0.98,55.2,31.4,23.8,0.53,,6.2,6.8,0.42,0.029,5,0.64,0.019
12-17,12,8.4,Глина полутвёрдая,58_3б.1,2.73,1.74,1.2,56.0,1.28,45.0,0.96,55.2,31.4,23.8,0.57,,6.1,6.6,0.36,0.03,10,0.64,0.019
12-17,12,8.4,Глина полутвёрдая,58_3б.1,2.73,1.75,1.2,56.2,1.28,46.1,0.98,55.2,31.4,23.8,0.62,,5.3,5.6,0.4,0.031,24,0.64,0.019
12-2,12,1.8,Суглинок твёрдый,58г_2б,2.73,1.99,1.57,42.6,0.74,26.9,0.99,38.0,26.8,11.2,0.01,,19.4,19.4,0.31,0.094,0,0.62,0.014
12-2,12,1.8,Суглинок твёрдый,58г_2б,2.73,1.91,1.44,47.2,0.9,32.6,0.99,38.0,26.8,11.2,0.52,,9.0,9.7,0.37,0.04,3,0.62,0.014
12-2,12,1.8,Суглинок твёрдый,58г_2б,2.73,1.87,1.4,48.8,0.95,33.7,0.97,38.0,26.8,11.2,0.62,,4.0,4.5,0.37,0.022,5,0.62,0.014
12-2,12,1.8,Суглинок твёрдый,58г_2б,2.73,1.86,1.38,49.5,0.98,34.9,0.97,38.0,26.8,11.2,0.72,,4.1,4.4,0.38,0.024,10,0.62,0.014
12-2,12,1.8,Суглинок твёрдый,58г_2б,2.73,1.86,1.37,49.9,0.99,36.1,0.99,38.0,26.8,11.2,0.83,,2.9,3.2,0.46,0.012,24,0.62,0.014
12-3,12,5.8,Глина твёрдая,58_3б,2.74,1.9,1.43,47.9,0.92,33.3,0.99,62.9,36.1,26.8,-0.11,,18.7,18.7,0.25,0.108,0,,
12-3,12,5.8,Глина твёрдая,58_3б,2.74,1.83,1.32,51.7,1.07,38.4,0.98,62.9,36.1,26.8,0.09,,14.3,14.8,0.33,0.074,3,,
12-3,12,5.8,Глина твёрдая,58_3б,2.74,1.75,1.21,56.0,1.27,45.0,0.97,62.9,36.1,26.8,0.33,,9.6,10.4,0.36,0.036,5,,
12-3,12,5.8,Глина твёрдая,58_3б,2.74,1.75,1.2,56.3,1.29,46.0,0.98,62.9,36.1,26.8,0.37,,9.6,10.9,0.39,0.036,10,,
12-3,12,5.8,Глина твёрдая,58_3б,2.74,1.73,1.17,57.3,1.34,48.3,0.98,62.9,36.1,26.8,0.45,,8.0,8.2,0.36,0.031,24,,
12-4,12,8.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
12-4,12,8.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
12-4,12,8.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
12-4,12,8.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
12-4,12,8.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
12-5,12,13.8,Глина твёрдая,58_3а,2.73,1.99,1.57,42.4,0.74,26.5,0.98,52.8,30.3,22.5,-0.17,,,,,,0,0.76,0.02
12-5,12,13.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,0.76,0.02
12-5,12,13.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,0.76,0.02
12-5,12,13.8,Глина твёрдая,58_3а,2.73,1.79,1.25,54.2,1.18,43.1,1.0,52.8,30.3,22.5,0.57,,,,,,10,0.76,0.02
12-5,12,13.8,Глина твёрдая,58_3а,2.73,1.78,1.24,54.5,1.2,43.1,0.98,52.8,30.3,22.5,0.57,,,,,,24,0.76,0.02
12-6,12,17.8,Глина твёрдая,58_3б,2.75,1.93,1.46,46.8,0.88,31.7,0.99,53.9,30.1,23.8,0.07,,,,,,0,0.77,0.022
12-6,12,17.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,3,0.77,0.022
12-6,12,17.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,5,0.77,0.022
12-6,12,17.8,Глина твёрдая,58_3б,2.75,1.8,1.26,54.2,1.18,42.8,1.0,53.9,30.1,23.8,0.53,,,,,,10,0.77,0.022
12-6,12,17.8,Глина твёрдая,58_3б,2.75,1.78,1.24,55.0,1.22,43.7,0.98,53.9,30.1,23.8,0.57,,,,,,24,0.77,0.022
12-7,12,19.8,Суглинок твёрдый,58г_2а,2.72,2.12,1.78,34.6,0.53,19.3,0.99,35.9,22.7,13.2,-0.26,,27.6,27.6,0.32,0.136,0,0.74,0.008
12-7,12,19.8,Суглинок твёрдый,58г_2а,2.72,2.01,1.6,41.1,0.7,25.4,0.99,35.9,22.7,13.2,0.2,,18.1,20.0,0.31,0.084,3,0.74,0.008
12-7,12,19.8,Суглинок твёрдый,58г_2а,2.72,1.95,1.51,44.6,0.8,29.3,0.99,35.9,22.7,13.2,0.5,,5.3,5.5,0.36,0.028,5,0.74,0.008
12-7,12,19.8,Суглинок твёрдый,58г_2а,2.72,1.9,1.44,47.0,0.89,31.8,0.98,35.9,22.7,13.2,0.69,,5.3,5.7,0.38,0.028,10,0.74,0.008
12-7,12,19.8,Суглинок твёрдый,58г_2а,2.72,1.9,1.44,47.2,0.89,32.6,0.99,35.9,22.7,13.2,0.75,,5.7,6.3,0.38,0.015,24,0.74,0.008
12-8,12,18.8,Суглинок твёрдый,58г_2а,2.72,2.15,1.81,33.3,0.5,18.3,1.0,36.7,23.2,13.5,-0.36,,,,,,0,,
12-8,12,18.8,Суглинок твёрдый,58г_2а,,,,,,,,,,,,,,,,,3,,
12-8,12,18.8,Суглинок твёрдый,58г_2а,,,,,,,,,,,,,,,,,5,,
12-8,12,18.8,Суглинок твёрдый,58г_2а,,,,,,,,,,,,,,,,,10,,
12-8,12,18.8,Суглинок твёрдый,58г_2а,,,,,,,,,,,,,,,,,24,,
12-9,12,3.8,Суглинок текучепластичный,58д_2е,2.74,1.91,1.45,46.9,0.88,31.6,0.98,31.8,22.2,9.6,0.98,,3.2,3.2,0.47,0.018,0,,
12-9,12,3.8,Суглинок текучепластичный,58д_2е,2.74,1.9,1.43,47.7,0.91,32.7,0.98,31.8,22.2,9.6,1.09,,2.6,3.0,0.39,0.012,3,,
12-9,12,3.8,Суглинок текучепластичный,58д_2е,2.74,1.89,1.41,48.4,0.94,33.7,0.98,31.8,22.2,9.6,1.2,,1.9,2.1,0.39,0.006,5,,
12-9,12,3.8,Суглинок текучепластичный,58д_2е,2.74,1.89,1.41,48.6,0.95,34.2,0.99,31.8,22.2,9.6,1.25,,1.9,2.0,0.44,0.006,10,,
12-9,12,3.8,Суглинок текучепластичный,58д_2е,2.74,1.89,1.4,48.8,0.95,34.4,0.99,31.8,22.2,9.6,1.27,,1.6,1.7,0.41,0.006,24,,
13-1,13,0.8,Песок средней крупности неоднородный,1a_t,,,,,,,,,,,,,,,,,0,,
13-1,13,0.8,Песок средней крупности неоднородный,1a_t,,,,,,,,,,,,,,,,,3,,
13-1,13,0.8,Песок средней крупности неоднородный,1a_t,,,,,,,,,,,,,,,,,5,,
13-1,13,0.8,Песок средней крупности неоднородный,1a_t,,,,,,,,,,,,,,,,,10,,
13-1,13,0.8,Песок средней крупности неоднородный,1a_t,,,,,,,,,,,,,,,,,24,,
13-10,13,20.8,Глина твёрдая,58_3в,2.72,2.02,1.61,40.9,0.69,25.4,1.0,48.2,27.7,20.5,-0.11,,,,,,0,0.76,0.015
13-10,13,20.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,3,0.76,0.015
13-10,13,20.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,5,0.76,0.015
